en nl
en_culture nl_cultuur
en_spanish nl_spaanse
en_spanish nl_spaans
en_grand nl_grand
en_committee nl_commissie
en_committee nl_comité
en_things nl_dingen
en_fire nl_brand
en_fire nl_vuren
en_fire nl_vuur
en_changed nl_veranderde
en_changed nl_gewijzigd
en_changed nl_veranderd
en_gold nl_goud
en_female nl_vrouwelijke
en_female nl_vrouw
en_female nl_vrouwtje
en_female nl_vrouwelijk
en_course nl_koers
en_course nl_cursus
en_directed nl_geregisseerd
en_directed nl_gerichte
en_directed nl_regisseerde
en_months nl_maandenlang
en_months nl_maanden
en_chinese nl_chinezen
en_chinese nl_chinees
en_chinese nl_chinese
en_previous nl_voorgaande
en_previous nl_vorig
en_previous nl_vorige
en_previous nl_eerdere
en_developed nl_ontwikkelden
en_developed nl_ontwikkelde
en_developed nl_ontwikkeld
en_size nl_grootte
en_size nl_afmeting
en_size nl_omvang
en_size nl_formaat
en_size nl_maat
en_mentioned nl_vermeld
en_mentioned nl_genoemd
en_mentioned nl_vermeldde
en_add nl_toevoegen
en_add nl_voeg
en_festival nl_festival
en_peter nl_petrus
en_peter nl_peter
en_basketball nl_basketball
en_basketball nl_basketbal
en_move nl_verplaatsen
en_move nl_bewegen
en_move nl_beweeg
en_move nl_verplaats
en_performance nl_prestaties
en_performance nl_prestatie
en_standard nl_standaard
en_standard nl_norm
en_means nl_betekend
en_means nl_betekent
en_give nl_geef
en_give nl_geven
en_training nl_trainen
en_training nl_training
en_training nl_opleiding
en_artist nl_kunstenares
en_artist nl_artiest
en_artist nl_kunstenaar
en_artist nl_artist
en_word nl_woord
en_blue nl_blue
en_blue nl_blauw
en_blue nl_blauwe
en_primary nl_primaire
en_primary nl_primair
en_announced nl_aangekondigde
en_announced nl_aangekondigd
en_announced nl_kondigde
en_value nl_waarde
en_christian nl_christelijke
en_christian nl_christen
en_christian nl_christelijk
en_christian nl_christian
en_christian nl_christenen
en_private nl_prive
en_private nl_privé
en_private nl_particulier
en_catholic nl_katholieke
en_catholic nl_katholiek
en_artists nl_kunstenaars
en_artists nl_artiesten
en_includes nl_omvat
en_includes nl_inclusief
en_view nl_weergave
en_view nl_uitzicht
en_view nl_bekijk
en_view nl_bekijken
en_almost nl_bijna
en_baseball nl_baseball
en_baseball nl_honkbal
en_seven nl_seven
en_seven nl_zeven
en_appears nl_lijkt
en_appears nl_verschijnt
en_ever nl_ever
en_ever nl_ooit
en_technology nl_technologie
en_olympics nl_olympische
en_future nl_toekomstige
en_future nl_toekomstig
en_future nl_toekomst
en_formed nl_gevormde
en_formed nl_gevormd
en_census nl_volkstelling
en_census nl_census
en_images nl_beelden
en_images nl_afbeeldingen
en_los nl_los
en_results nl_uitslagen
en_results nl_resultaat
en_results nl_resultaten
en_return nl_terugkeer
en_return nl_retour
en_return nl_return
en_return nl_terugkeren
en_quality nl_kwaliteit
en_construction nl_bouw
en_construction nl_constructie
en_construction nl_bouwnijverheid
en_construction nl_opbouw
en_construction nl_bouwen
en_zealand nl_zeeland
en_front nl_front
en_front nl_voorkant
en_front nl_voorzijde
en_cover nl_cover
en_cover nl_dekking
en_cover nl_omslag
en_cover nl_dekken
en_model nl_model
en_despite nl_ondanks
en_read nl_lezen
en_read nl_gelezen
en_read nl_lees
en_material nl_materiaal
en_strong nl_sterk
en_strong nl_sterke
en_strong nl_sterken
en_coach nl_trainer
en_coach nl_coach
en_coach nl_coachen
en_coach nl_koets
en_henry nl_hendrik
en_henry nl_henry
en_footballers nl_voetballers
en_mark nl_markeren
en_mark nl_merkteken
en_mark nl_markeer
en_mark nl_mark
en_rev nl_rev
en_organization nl_organisatie
en_studies nl_studies
en_federal nl_federale
en_federal nl_federaal
en_richard nl_richard
en_html nl_html
en_virginia nl_virginia
en_car nl_auto
en_car nl_wagen
en_attack nl_attack
en_attack nl_aanvallen
en_attack nl_aanval
en_conference nl_conferentie
en_outside nl_buiten
en_outside nl_buitenkant
en_study nl_studeer
en_study nl_studeren
en_study nl_studie
en_study nl_bestuderen
en_brother nl_broeder
en_brother nl_broer
en_brother nl_broertje
en_names nl_namen
en_writer nl_schrijver
en_writer nl_schrijfster
en_characters nl_personages
en_characters nl_tekens
en_characters nl_karakters
en_musical nl_muzikale
en_musical nl_musical
en_musical nl_muzikaal
en_nothing nl_niks
en_nothing nl_niets
en_border nl_grens
en_medical nl_medische
en_medical nl_medisch
en_countries nl_landen
en_past nl_voorbij
en_past nl_verleden
en_writing nl_schrijven
en_makes nl_maakt
en_interest nl_belangstelling
en_interest nl_rente
en_interest nl_belang
en_interest nl_interesse
en_provided nl_verstrekt
en_provided nl_verstrekte
en_killed nl_gedood
en_killed nl_vermoord
en_medal nl_medaille
en_signed nl_ondertekend
en_signed nl_ondertekende
en_signed nl_gesigneerd
en_signed nl_getekend
en_largest nl_grootste
en_label nl_etiket
en_label nl_label
en_fair nl_eerlijke
en_fair nl_redelijk
en_fair nl_fair
en_fair nl_eerlijk
en_search nl_zoektocht
en_search nl_zoeken
en_search nl_doorzoeken
en_search nl_zoek
en_search nl_zoekopdracht
en_bay nl_baai
en_bay nl_bay
en_reference nl_referentie
en_reference nl_verwijzing
en_especially nl_vooral
en_refer nl_verwijs
en_refer nl_verwijzen
en_removed nl_verwijderde
en_removed nl_verwijderd
en_library nl_bibliotheek
en_eventually nl_uiteindelijk
en_management nl_beheer
en_management nl_management
en_references nl_verwijzingen
en_references nl_referenties
en_features nl_functies
en_features nl_kenmerken
en_navy nl_zeemacht
en_navy nl_marine
en_guitar nl_guitar
en_guitar nl_gitaar
en_hill nl_heuvel
en_hill nl_hill
en_sure nl_zeker
en_historical nl_historisch
en_historical nl_historische
en_lower nl_lager
en_lower nl_lagere
en_daughter nl_dochter
en_appointed nl_aangesteld
en_appointed nl_benoemde
en_appointed nl_benoemd
en_reading nl_lezen
en_reading nl_lectuur
en_reading nl_reading
en_reading nl_lezing
en_yet nl_toch
en_systems nl_systemen
en_debut nl_debuut
en_movement nl_bewegingen
en_movement nl_verplaatsing
en_movement nl_beweging
en_specific nl_specifiek
en_specific nl_specifieke
en_always nl_altijd
en_actor nl_actor
en_actor nl_acteur
en_natural nl_natuurlijk
en_natural nl_natuurlijke
en_clear nl_clear
en_clear nl_duidelijk
en_clear nl_helder
en_coast nl_kust
en_let nl_laat
en_let nl_laten
en_got nl_got
en_got nl_heb
en_got nl_kreeg
en_chicago nl_chicago
en_championships nl_kampioenschappen
en_pennsylvania nl_pennsylvania
en_ten nl_tien
en_performed nl_uitgevoerd
en_individual nl_individu
en_individual nl_individueel
en_designed nl_ontworpen
en_rule nl_regel
en_rule nl_rule
en_etc nl_etc
en_etc nl_enz
en_lists nl_lijstjes
en_lists nl_lijsten
en_paris nl_parijs
en_thought nl_dacht
en_thought nl_dachten
en_thought nl_gedacht
en_brown nl_brown
en_brown nl_bruine
en_brown nl_bruin
en_hand nl_hand
en_needs nl_behoeften
en_needs nl_noden
en_reliable nl_betrouwbare
en_reliable nl_betrouwbaar
en_smith nl_smith
en_smith nl_smid
en_base nl_base
en_base nl_basis
en_sometimes nl_soms
en_florida nl_florida
en_capital nl_kapitaal
en_capital nl_hoofdstad
en_capital nl_hoofdletter
en_valley nl_vallei
en_bank nl_bank
en_gave nl_gaf
en_ground nl_grond
en_reached nl_bereikte
en_reached nl_bereikt
en_italy nl_italië
en_energy nl_energie
en_believe nl_geloven
en_believe nl_geloof
en_leader nl_leider
en_leader nl_leader
en_active nl_active
en_active nl_actieve
en_active nl_actief
en_online nl_online
en_block nl_blokkering
en_block nl_blokkeren
en_block nl_blok
en_block nl_block
en_bridge nl_brug
en_bridge nl_bridge
en_families nl_families
en_families nl_gezinnen
en_changes nl_veranderingen
en_changes nl_wijzigingen
en_followed nl_gevolgd
en_followed nl_volgde
en_followed nl_gevolgde
en_industry nl_industrie
en_industry nl_bedrijfstak
en_collection nl_verzamelen
en_collection nl_collectie
en_collection nl_inzameling
en_collection nl_verzameling
en_request nl_aanvraag
en_request nl_aanvragen
en_request nl_verzoek
en_request nl_verzoeken
en_soon nl_snel
en_soon nl_spoedig
en_soon nl_binnenkort
en_soon nl_soon
en_soon nl_weldra
en_leading nl_leidende
en_leading nl_leidend
en_olympic nl_olympic
en_olympic nl_olympisch
en_sold nl_verkocht
en_sold nl_verkochte
en_writers nl_schrijvers
en_professor nl_professor
en_professor nl_hoogleraar
en_studio nl_atelier
en_studio nl_studio
en_mexico nl_mexicaanse
en_mexico nl_mexico
en_competition nl_concurrentie
en_competition nl_mededinging
en_competition nl_competitie
en_campaign nl_campagne
en_campaign nl_veldtocht
en_org nl_org
en_theatre nl_theater
en_empire nl_keizerrijk
en_empire nl_rijk
en_empire nl_imperium
en_empire nl_empire
en_length nl_lengte
en_islands nl_eilanden
en_singer nl_zanger
en_singer nl_singer
en_singer nl_zangeres
en_create nl_creëren
en_create nl_aanmaken
en_create nl_creëer
en_create nl_maken
en_redirect nl_redirect
en_additional nl_bijkomend
en_additional nl_bijkomende
en_additional nl_aanvullend
en_additional nl_aanvullende
en_additional nl_extra
en_soviet nl_sovjet
en_market nl_markt
en_words nl_woorden
en_producer nl_producent
en_producer nl_producer
en_notes nl_toelichting
en_notes nl_aantekeningen
en_notes nl_notities
en_notes nl_noten
en_hockey nl_ijshockey
en_hockey nl_hockey
en_novel nl_roman
en_code nl_wetboek
en_code nl_code
en_referee nl_scheidsrechter
en_fourth nl_vierde
en_fourth nl_fourth
en_sport nl_sport
en_van nl_busje
en_mary nl_mary
en_mary nl_maria
en_airport nl_vliegveld
en_airport nl_luchthaven
en_sound nl_geluid
en_status nl_status
en_irish nl_ierse
en_irish nl_ieren
en_irish nl_iers
en_placed nl_geplaatst
en_child nl_kind
en_child nl_kindje
en_perhaps nl_misschien
en_idea nl_idee
en_idea nl_ideetje
en_foreign nl_buitenlands
en_register nl_inschrijven
en_register nl_register
en_register nl_registreren
en_eight nl_acht
en_eight nl_eight
en_problems nl_problemen
en_native nl_inheemse
en_native nl_inheems
en_native nl_native
en_coverage nl_dekking
en_channel nl_kanaal
en_parliament nl_parlement
en_username nl_gebruikersnaam
en_edition nl_editie
en_edition nl_uitgave
en_minor nl_minor
en_minor nl_mineur
en_minor nl_minderjarige
en_says nl_zegt
en_whose nl_wiens
en_foundation nl_stichting
en_foundation nl_fundering
en_units nl_units
en_units nl_eenheden
en_movie nl_filmpje
en_movie nl_film
en_runs nl_runs
en_runs nl_loopt
en_ice nl_ijs
en_ice nl_ice
en_limited nl_limited
en_limited nl_beperkt
en_limited nl_gelimiteerd
en_limited nl_beperkte
en_unit nl_eenheid
en_unit nl_unit
en_student nl_leerling
en_student nl_student
en_previously nl_eerder
en_previously nl_voordien
en_previously nl_vroeger
en_previously nl_voorheen
en_governor nl_gouverneur
en_complete nl_voltooid
en_complete nl_invullen
en_complete nl_complete
en_complete nl_compleet
en_test nl_test
en_test nl_testen
en_nominated nl_voorgedragen
en_nominated nl_genomineerd
en_bill nl_bill
en_bill nl_wetsontwerp
en_bill nl_wetsvoorstel
en_parts nl_onderdelen
en_parts nl_delen
en_vocals nl_zang
en_theory nl_theorie
en_regional nl_regionale
en_regional nl_regionaal
en_account nl_rekening
en_account nl_account
en_vote nl_stemmen
en_vote nl_stemming
en_vote nl_stem
en_computer nl_computer
en_none nl_geen
en_carolina nl_carolina
en_tournament nl_toernooi
en_tournament nl_tournament
en_tournament nl_tornooi
en_poland nl_polen
en_behind nl_achter
en_wales nl_wales
en_winning nl_winnende
en_winning nl_winnend
en_winning nl_winning
en_winning nl_winnen
en_lot nl_loet
en_lot nl_kavel
en_lot nl_lot
en_hospital nl_ziekenhuis
en_mid nl_midden
en_taking nl_nemen
en_mountain nl_berg
en_higher nl_hogere
en_higher nl_hoger
en_cases nl_gevallen
en_angeles nl_angeles
en_editing nl_bewerken
en_replaced nl_vervangen
en_food nl_levensmiddelen
en_food nl_voedsel
en_food nl_eten
en_multiple nl_meerdere
en_multiple nl_meervoudige
en_multiple nl_veelvoud
en_multiple nl_meervoudig
en_likely nl_waarschijnlijke
en_likely nl_waarschijnlijk
en_terms nl_termen
en_terms nl_voorwaarden
en_sir nl_meneer
en_thing nl_ding
en_thing nl_thing
en_square nl_vierkante
en_square nl_vierkant
en_square nl_plein
en_try nl_probeer
en_try nl_proberen
en_topic nl_topic
en_topic nl_onderwerp
en_woman nl_vrouw
en_woman nl_woman
en_officer nl_officier
en_officer nl_agent
en_categories nl_categorieën
en_greek nl_griekse
en_greek nl_grieks
en_greek nl_griek
en_recent nl_recente
en_recent nl_recent
en_sent nl_verstuurd
en_sent nl_verzonden
en_sent nl_gestuurd
en_copyright nl_auteursrechten
en_copyright nl_auteursrecht
en_copyright nl_copyright
en_speed nl_snelheid
en_speed nl_speed
en_speed nl_toerental
en_templates nl_sjablonen
en_money nl_geld
en_saw nl_zag
en_saw nl_zagen
en_saw nl_saw
en_saw nl_zaag
en_senior nl_senior
en_senior nl_laatstejaars
en_selected nl_geselecteerde
en_selected nl_geselecteerd
en_selected nl_uitgekozen
en_selected nl_gekozen
en_introduced nl_introduceerde
en_introduced nl_ingevoerd
en_introduced nl_geïntroduceerd
en_politician nl_politica
en_politician nl_politicus
en_true nl_waar
en_true nl_true
en_true nl_klopt
en_required nl_vereiste
en_required nl_vereist
en_regular nl_regelmatige
en_regular nl_regulier
en_regular nl_reguliere
en_regular nl_regelmatig
en_awarded nl_gegund
en_awarded nl_uitgereikt
en_awarded nl_toegekend
en_commercial nl_commerciële
en_commercial nl_commercieel
en_cities nl_steden
en_contains nl_bevat
en_trade nl_handelsverkeer
en_trade nl_handel
en_degree nl_graad
en_birth nl_geboorte
en_sun nl_zon
en_finished nl_voltooid
en_finished nl_afgewerkt
en_finished nl_klaar
en_finished nl_afgewerkte
en_longer nl_langere
en_longer nl_langer
en_rugby nl_rugby
en_earth nl_aarde
en_earth nl_earth
en_access nl_toegang
en_prior nl_prior
en_prior nl_voorafgaande
en_seasons nl_seizoenen
en_journal nl_tijdschrift
en_journal nl_journal
en_journal nl_dagboek
en_beginning nl_begin
en_software nl_programmatuur
en_software nl_software
en_famous nl_beroemde
en_famous nl_beroemd
en_religious nl_religieuze
en_religious nl_religieus
en_appear nl_verschijnen
en_martin nl_maarten
en_martin nl_martin
en_bit nl_bit
en_bit nl_beetje
en_hours nl_openingstijden
en_hours nl_uren
en_hours nl_uur
en_running nl_rennen
en_running nl_hardlopen
en_running nl_running
en_brought nl_gebracht
en_brought nl_meegebracht
en_brought nl_bracht
en_missing nl_ontbreken
en_missing nl_vermist
en_missing nl_missen
en_missing nl_ontbrekend
en_missing nl_ontbrekende
en_missing nl_ontbreekt
en_economic nl_economische
en_economic nl_economisch
en_structure nl_structuur
en_remained nl_gebleven
en_remained nl_bleef
en_decision nl_besluit
en_decision nl_beslissing
en_certain nl_bepaalde
en_hit nl_hit
en_hit nl_treffer
en_hit nl_geraakt
en_minutes nl_minuten
en_minutes nl_notulen
en_spain nl_spanje
en_plays nl_speelt
en_plays nl_toneelstukken
en_whole nl_hele
en_whole nl_geheel
en_joseph nl_jozef
en_joseph nl_joseph
en_lord nl_heer
en_lord nl_lord
en_lord nl_heere
en_web nl_web
en_decided nl_besloot
en_decided nl_besloten
en_decided nl_besliste
en_operations nl_bewerkingen
en_operations nl_operaties
en_function nl_functie
en_louis nl_louis
en_louis nl_lodewijk
en_assembly nl_montage
en_assembly nl_assemblee
en_assembly nl_assemblage
en_queen nl_koningin
en_queen nl_queen
en_security nl_veiligheid
en_security nl_beveiliging
en_ohio nl_ohio
en_owned nl_eigendom
en_jan nl_jan
en_operation nl_operation
en_operation nl_bewerking
en_operation nl_operatie
en_operation nl_exploitatie
en_call nl_oproep
en_call nl_bellen
en_call nl_bel
en_successful nl_succesvol
en_successful nl_geslaagde
en_successful nl_geslaagd
en_successful nl_succesvolle
en_legal nl_legaal
en_legal nl_wettelijk
en_legal nl_wettig
en_legal nl_juridische
en_legal nl_juridisch
en_russia nl_rusland
en_prince nl_prince
en_prince nl_prins
en_mean nl_gemiddelde
en_mean nl_gemeen
en_mean nl_mean
en_jewish nl_joodse
en_jewish nl_jood
en_jewish nl_joods
en_staff nl_personeel
en_establishments nl_inrichtingen
en_goal nl_doelstelling
en_goal nl_doel
en_goal nl_goal
en_goal nl_doelpunt
en_agree nl_akkoord
en_bad nl_slechte
en_bad nl_bad
en_bad nl_slecht
en_attendance nl_aanwezigheid
en_attendance nl_opkomst
en_populated nl_bewoond
en_populated nl_bevolkt
en_nature nl_natuur
en_allowed nl_toegestaan
en_allowed nl_toegelaten
en_allowed nl_toegestane
en_captain nl_captain
en_captain nl_kapitein
en_captain nl_gezagvoerder
en_mount nl_mount
en_mount nl_aankoppelen
en_township nl_township
en_calculated nl_berekende
en_calculated nl_berekend
en_structures nl_structuren
en_hard nl_moeilijk
en_hard nl_hard
en_hard nl_harde
en_saying nl_gezegde
en_saying nl_zeggen
en_manager nl_manager
en_manager nl_bedrijfsleider
en_earlier nl_eerder
en_elections nl_verkiezing
en_elections nl_verkiezingen
en_meet nl_ontmoet
en_meet nl_ontmoeten
en_box nl_box
en_box nl_vak
en_box nl_doos
en_lines nl_lijnen
en_democratic nl_democratische
en_democratic nl_democratisch
en_success nl_succes
en_success nl_success
en_associated nl_geassocieerd
en_associated nl_geassocieerde
en_singles nl_singles
en_singles nl_vrijgezellen
en_traditional nl_traditioneel
en_traditional nl_traditionele
en_rest nl_uitrusten
en_rest nl_rusten
en_rest nl_rest
en_rest nl_rust
en_highway nl_snelweg
en_matter nl_materie
en_wide nl_wide
en_wide nl_wijd
en_wide nl_breed
en_month nl_maandje
en_month nl_maand
en_care nl_zorg
en_care nl_care
en_care nl_verzorging
en_admin nl_admin
en_admin nl_beheerder
en_cultural nl_cultureel
en_cultural nl_culturele
en_commission nl_commissie
en_plan nl_plan
en_plan nl_plannen
en_therefore nl_daarom
en_practice nl_praktijk
en_practice nl_oefenen
en_practice nl_beoefenen
en_practice nl_oefening
en_command nl_commando
en_command nl_opdracht
en_nomination nl_voordracht
en_nomination nl_nominatie
en_nomination nl_nomineren
en_jersey nl_trui
en_jersey nl_jersey
en_parties nl_partijen
en_parties nl_feestjes
en_michigan nl_michigan
