nl en
nl_markt en_market
nl_molen en_windmill
nl_molen en_mill
nl_sociale en_social
nl_partijen en_parties
nl_geschat en_estimated
nl_mede en_mead
nl_afleveringen en_episodes
nl_genaamd en_named
nl_koningin en_queen
nl_mening en_opinion
nl_kans en_chance
nl_kans en_opportunity
nl_aandacht en_attention
nl_niveau en_level
nl_bijzonder en_special
nl_debuut en_debut
nl_black en_black
nl_berlijn en_berlin
nl_mexico en_mexico
nl_bisschop en_bishop
nl_ploeg en_plow
nl_ploeg en_plough
nl_trok en_pulled
nl_vaste en_solid
nl_vaste en_fixed
nl_hertog en_duke
nl_ontwikkeld en_developed
nl_griekse en_greek
nl_houdt en_loves
nl_oranje en_orange
nl_rechten en_rights
nl_behalve en_except
nl_verzoek en_request
nl_golf en_gulf
nl_golf en_wave
nl_zomer en_summer
nl_sovjet en_soviet
nl_teams en_teams
nl_groter en_taller
nl_groter en_larger
nl_groter en_greater
nl_groter en_bigger
nl_college en_college
nl_grotere en_bigger
nl_relatie en_relationship
nl_race en_race
nl_baan en_job
nl_festival en_festival
nl_reactie en_comment
nl_reactie en_reaction
nl_reactie en_response
nl_opvolger en_successor
nl_nominatie en_nomination
nl_buurt en_neighborhood
nl_buurt en_neighbourhood
nl_koor en_choir
nl_koor en_chorus
nl_hulp en_aid
nl_hulp en_help
nl_gehele en_entire
nl_samenwerking en_collaboration
nl_samenwerking en_cooperation
nl_leider en_leader
nl_besluit en_decision
nl_lied en_song
nl_sport en_sport
nl_langer en_taller
nl_langer en_longer
nl_langer en_langer
nl_opleiding en_training
nl_studie en_study
nl_media en_media
nl_vroeg en_early
nl_trainer en_trainer
nl_trainer en_coach
nl_anna en_anna
nl_groet en_greets
nl_groet en_greeting
nl_groet en_salute
nl_groepen en_groups
nl_georganiseerd en_organised
nl_georganiseerd en_organized
nl_georganiseerd en_hosted
nl_zag en_saw
nl_loop en_loop
nl_heet en_hot
nl_vlaams en_vlaams
nl_vlaams en_flemish
nl_upload en_upload
nl_gitaar en_guitar
nl_liep en_walked
nl_situatie en_situation
nl_verband en_bandages
nl_verband en_bandage
nl_betekenis en_meaning
nl_betekenis en_significance
nl_italiaans en_italian
nl_hoger en_higher
nl_onafhankelijke en_independent
nl_selectie en_selection
nl_parochie en_parish
nl_hield en_loved
nl_speciale en_special
nl_jong en_jong
nl_jong en_young
nl_economische en_economic
nl_ontwerp en_design
nl_pieter en_pieter
nl_bouwen en_building
nl_bouwen en_construction
nl_bouwen en_build
nl_locatie en_location
nl_ontworpen en_designed
nl_hof en_hof
nl_hof en_court
nl_lopen en_walking
nl_lopen en_walk
nl_zaak en_case
nl_lodewijk en_louis
nl_maastricht en_maastricht
nl_gegevens en_information
nl_gegevens en_data
nl_sluipwespen en_ichneumonidae
nl_vol en_vol
nl_vol en_full
nl_hoop en_hopes
nl_hoop en_hope
nl_premier en_premier
nl_besloten en_decided
nl_bijdragen en_contributing
nl_bijdragen en_contributions
nl_aangepast en_adjusted
nl_aangepast en_customized
nl_aangepast en_adapted
nl_aangepast en_modified
nl_aangepast en_custom
nl_stierf en_died
nl_ver en_far
nl_jeugd en_youth
nl_jeugd en_childhood
nl_indien en_if
nl_gebouwen en_buildings
nl_india en_india
nl_beweging en_motion
nl_beweging en_movement
nl_circa en_circa
nl_overwinning en_victory
nl_klooster en_monastery
nl_klooster en_convent
nl_literatuur en_literature
nl_regels en_rules
nl_goud en_gold
nl_uitgezonden en_broadcast
nl_uitgezonden en_aired
nl_fort en_fortress
nl_fort en_fort
nl_cultuur en_lmfao
nl_cultuur en_culture
nl_dichter en_poet
nl_dichter en_closer
nl_formule en_formula
nl_gevormd en_formed
nl_gevormd en_shaped
nl_frederik en_frederik
nl_frederik en_frederick
nl_vertaling en_translation
nl_voorbeelden en_examples
nl_brabant en_brabant
nl_seizoenen en_seasons
nl_genomineerd en_nominated
nl_online en_online
nl_ouders en_parents
nl_ogen en_eyes
nl_ster en_star
nl_verhalen en_tales
nl_verhalen en_stories
nl_overheid en_government
nl_telde en_counted
nl_svg en_svg
nl_iedere en_every
nl_tegenstelling en_contradiction
nl_tegenstelling en_contrast
nl_relatief en_relative
nl_relatief en_relatively
nl_plant en_plant
nl_overige en_other
nl_overige en_others
nl_resolutie en_resolution
nl_motor en_engine
nl_motor en_motorcycle
nl_motor en_motor
nl_motor en_motorbike
nl_denken en_thinking
nl_denken en_think
nl_kracht en_strength
nl_kracht en_force
nl_kracht en_power
nl_gray en_gray
nl_canada en_canada
nl_verschil en_diff
nl_verschil en_difference
nl_clubs en_clubs
nl_volgen en_follow
nl_merk en_brand
nl_zwart en_black
nl_halen en_fetch
nl_bereiken en_reaching
nl_wij en_we
nl_wij en_us
nl_kaart en_map
nl_kaart en_maps
nl_contact en_contact
nl_maand en_month
nl_aanval en_attack
nl_aanval en_assault
nl_walker en_walker
nl_resultaat en_outcome
nl_resultaat en_result
nl_resultaat en_results
nl_verspreiding en_diffusion
nl_verspreiding en_spread
nl_verspreiding en_dissemination
nl_bgcolor en_bgcolor
nl_teksten en_texts
nl_teksten en_lyrics
nl_reed en_reed
nl_terecht en_rightly
nl_grotendeels en_largely
nl_instituut en_institute
nl_beetje en_bit
nl_brazilië en_brazil
nl_king en_king
nl_one en_one
nl_gesproken en_spoken
nl_arts en_physician
nl_arts en_doctor
nl_commissie en_commission
nl_commissie en_committee
nl_kruis en_cross
nl_harry en_harry
nl_moeilijk en_hard
nl_moeilijk en_difficult
nl_don en_don
nl_prix en_prix
nl_jij en_you
nl_verleden en_past
nl_zware en_heavy
nl_zangeres en_singer
nl_euro en_euros
nl_euro en_euro
nl_bank en_bank
nl_bank en_couch
nl_uitgeverij en_publisher
nl_uitgeverij en_publishing
nl_uitgeverij en_publishers
nl_bergen en_mountains
nl_bergen en_bergen
nl_winnen en_win
nl_winnen en_winning
nl_naties en_nations
nl_sterke en_strong
nl_zwitserland en_switzerland
nl_optreden en_action
nl_optreden en_performing
nl_eigenaar en_owner
nl_royal en_royal
nl_geleden en_ago
nl_volledige en_full
nl_oudere en_elder
nl_oudere en_older
nl_bos en_woods
nl_bos en_bos
nl_bos en_forest
nl_begraafplaats en_cemetery
nl_begraafplaats en_graveyard
nl_zoeken en_search
nl_combinatie en_combination
nl_combinatie en_combo
nl_bedrijven en_companies
nl_bedrijven en_businesses
nl_gemiddelde en_average
nl_gemiddelde en_mean
nl_zweedse en_swedish
nl_verschenen en_appeared
nl_verschenen en_published
nl_beschikbaar en_available
nl_lezen en_read
nl_lezen en_reading
nl_spaans en_spanish
nl_deelnemers en_contestants
nl_deelnemers en_participants
nl_deelnemers en_attendees
nl_haven en_port
nl_haven en_haven
nl_ngc en_ngc
nl_behouden en_preserve
nl_behouden en_retained
nl_jaarlijks en_yearly
nl_jaarlijks en_annual
nl_rock en_rock
nl_grenst en_borders
nl_verdeeld en_divided
nl_verdeeld en_distributed
nl_vroege en_early
nl_theater en_theater
nl_theater en_theatre
nl_klassieke en_classical
nl_klassieke en_classic
nl_tijdschrift en_magazine
nl_tijdschrift en_journal
nl_mond en_mouth
nl_planten en_plants
nl_materiaal en_equipment
nl_materiaal en_material
nl_materiaal en_materials
nl_standaard en_default
nl_standaard en_standard
nl_val en_val
nl_joodse en_jewish
nl_activiteiten en_activities
nl_deense en_danish
nl_tegenover en_opposite
nl_allen en_allen
nl_allen en_all
nl_beginnen en_start
nl_beginnen en_begin
nl_hoogleraar en_professor
nl_henry en_henry
nl_limburg en_limburg
nl_steun en_aid
nl_steun en_support
nl_denemarken en_denmark
nl_google en_google
nl_verlaten en_deserted
nl_verlaten en_leave
nl_verlaten en_abandoned
nl_negen en_nine
nl_orgel en_orgel
nl_orgel en_organ
nl_bisdom en_bishopric
nl_bisdom en_diocese
nl_life en_life
nl_groeide en_grew
nl_precies en_precisely
nl_precies en_exact
nl_precies en_exactly
nl_bereikte en_reached
nl_bereikte en_achieved
nl_hogere en_higher
nl_luik en_liege
nl_luik en_liège
nl_luik en_hatch
nl_hoort en_belongs
nl_hoort en_hears
nl_breuning en_breuning
nl_christelijke en_christian
nl_zang en_vocals
nl_zang en_singing
nl_zang en_song
nl_genre en_genre
nl_stelt en_proposes
nl_verbinding en_connection
nl_jack en_jack
nl_dragen en_wearing
nl_dragen en_wear
nl_getrouwd en_married
nl_kritiek en_criticism
nl_kritiek en_critique
nl_kritiek en_criticisms
nl_kritiek en_critical
nl_kritiek en_criticize
nl_daniel en_daniel
nl_oorsprong en_origin
nl_oorsprong en_origins
nl_divisie en_division
nl_geproduceerd en_produced
nl_geproduceerd en_manufactured
nl_jacob en_jacob
nl_hieronder en_below
nl_zwaar en_heavy
nl_vrienden en_friends
nl_verkozen en_elected
nl_spons en_sponge
nl_lage en_lage
nl_lage en_low
nl_kunt en_can
nl_meyrick en_meyrick
nl_half en_half
nl_kijken en_looking
nl_kijken en_watch
nl_kijken en_watching
nl_opera en_opera
nl_soldaten en_soldiers
nl_originele en_original
nl_zat en_sat
nl_internet en_internet
nl_debuteerde en_debuted
nl_thema en_theme
nl_rechts en_right
nl_politie en_police
nl_provinciale en_provincial
nl_show en_show
nl_encyclopedisch en_encyclopedic
nl_begrip en_understanding
nl_dingen en_things
nl_thuis en_home
nl_kust en_coast
nl_dirigent en_conductor
nl_last en_burden
nl_voorkeur en_preference
nl_voorkeur en_preferred
nl_santa en_santa
nl_azië en_asia
nl_historisch en_historic
nl_historisch en_historical
nl_lee en_lee
nl_head en_head
nl_plannen en_planning
nl_plannen en_plan
nl_plannen en_plans
nl_max en_max
nl_hierboven en_above
nl_opgeheven en_lifted
nl_rood en_red
nl_slecht en_bad
nl_overlijden en_death
nl_leggen en_laying
nl_regisseur en_director
nl_maatschappij en_society
nl_etc en_etc
nl_etc en_etcetera
nl_begraven en_bury
nl_begraven en_buried
nl_afhankelijk en_dependent
nl_onbekend en_unknown
nl_oplossing en_solution
nl_gewicht en_weights
nl_gewicht en_weight
nl_collega en_colleague
nl_collega en_coworker
nl_bereikt en_reached
nl_bereikt en_achieved
nl_moderator en_moderator
nl_helpen en_helping
nl_helpen en_help
nl_rijden en_drive
nl_rijden en_driving
nl_star en_star
nl_beschrijving en_description
nl_info en_info
nl_actie en_action
nl_deels en_partly
nl_deels en_partially
nl_veranderd en_changed
nl_trekken en_pull
nl_trekken en_draw
nl_trekken en_attract
nl_wielrenner en_cyclist
nl_vriend en_friend
nl_gehad en_had
nl_professor en_professor
nl_technische en_technical
nl_bewaard en_preserved
nl_bewaard en_saved
nl_vogel en_bird
nl_vogel en_vogel
nl_zilveren en_silver
nl_mogelijkheid en_possibility
nl_route en_route
nl_list en_ruse
nl_lucht en_sky
nl_lucht en_air
nl_afbeeldingen en_images
nl_laag en_layer
nl_laag en_low
nl_vrouwelijke en_feminine
nl_vrouwelijke en_female
nl_afdeling en_department
nl_afdeling en_division
nl_afdeling en_section
nl_cijfers en_grades
nl_cijfers en_figures
nl_studio en_studio
nl_proces en_process
nl_proces en_trial
nl_wta en_wta
nl_josé en_jose
nl_josé en_josé
nl_doden en_slaying
nl_doden en_kill
nl_doden en_slay
nl_leuven en_leuven
nl_leuven en_louvain
nl_behoren en_belong
nl_hart en_heart
nl_hart en_hart
nl_houten en_wooden
nl_houten en_houten
nl_gevolgd en_followed
nl_studenten en_students
nl_relevant en_relevant
nl_relevant en_relatable
nl_televisie en_tv
nl_televisie en_television
nl_jacques en_jacques
nl_elementen en_elements
nl_françois en_francois
nl_françois en_françois
nl_lijnen en_lines
nl_onderscheiden en_distinguished
nl_beker en_trophy
nl_beker en_cup
nl_vertaald en_translated
nl_baron en_baron
nl_jones en_jones
nl_braziliaanse en_brazilian
nl_landschap en_landscape
nl_voorkomt en_prevents
nl_zesde en_sixth
nl_afrikaanse en_african
nl_aangeduid en_indicated
nl_aangeduid en_designated
nl_adel en_adel
nl_adel en_nobility
nl_toegepast en_applied
nl_groene en_green
nl_brand en_fire
nl_brand en_brand
nl_brand en_burn
nl_andré en_andre
nl_andré en_andré
nl_kampioenschappen en_championships
nl_vandaag en_today
nl_ondertussen en_meantime
nl_ondertussen en_meanwhile
nl_oprichting en_founding
nl_scoorde en_scored
nl_principe en_principle
nl_verantwoordelijk en_responsible
nl_rechter en_judge
nl_uilen en_owls
nl_kleuren en_colours
nl_kleuren en_color
nl_kleuren en_colors
nl_exemplaren en_copies
nl_prijzen en_prices
nl_prijzen en_price
nl_prijzen en_pricing
nl_carl en_carl
nl_niemand en_nobody
nl_vervoer en_transportation
nl_vervoer en_transport
nl_verdrag en_convention
nl_verdrag en_treaty
nl_personage en_character
nl_verdwenen en_vanished
nl_verdwenen en_disappeared
nl_beperkt en_limited
nl_beperkt en_restricted
nl_californië en_california
nl_vermoedelijk en_supposedly
nl_vermoedelijk en_presumably
nl_biografie en_biography
nl_aangenomen en_hired
nl_aangenomen en_adopted
nl_record en_record
nl_profiel en_profile
nl_verdere en_further
nl_kleinere en_smaller
nl_kun en_kun
nl_zeeland en_zealand
nl_zeeland en_zeeland
nl_opstand en_uprising
nl_opstand en_insurrection
nl_opstand en_revolt
nl_opstand en_rebellion
nl_collectie en_collection
nl_probeert en_tries
nl_persoonlijk en_personal
nl_persoonlijk en_personally
nl_herman en_herman
nl_terrein en_terrain
nl_gesticht en_founded
nl_moskou en_moscow
nl_blue en_blue
nl_afgeleid en_derivative
nl_afgeleid en_distracted
nl_afgeleid en_derived
nl_gebleven en_stayed
nl_gebleven en_remained
nl_karakter en_character
nl_albums en_albums
nl_energie en_energy
nl_vriendelijke en_friendly
nl_gebeurt en_happens
nl_vertelt en_tells
nl_gericht en_targeted
nl_eigendom en_property
nl_eigendom en_owned
nl_eigendom en_ownership
nl_williams en_williams
nl_friesland en_friesland
nl_bedoeling en_intent
nl_gouverneur en_governor
nl_item en_item
nl_kapel en_chapel
nl_objecten en_objects
nl_inclusief en_included
nl_inclusief en_including
nl_inclusief en_includes
nl_inclusief en_inclusive
nl_omstandigheden en_circumstance
nl_omstandigheden en_conditions
nl_omstandigheden en_circumstances
nl_nauwelijks en_barely
nl_nauwelijks en_hardly
nl_regel en_rule
nl_prima en_fine
nl_stof en_dust
nl_stof en_fabric
nl_gezegd en_said
nl_israël en_israel
nl_leefgebied en_habitat
nl_noorwegen en_norway
nl_oostenrijkse en_austrian
nl_bob en_bob
nl_beelden en_images
nl_henri en_henri
nl_onderwerpen en_topics
nl_onderwerpen en_subjects
nl_twaalf en_twelve
nl_breed en_wide
nl_breed en_broad
nl_münchen en_münchen
nl_münchen en_munich
nl_dank en_thank
nl_secretaris en_secretary
nl_portugal en_portugal
nl_zoek en_search
nl_zoek en_find
nl_grieks en_greek
nl_nacht en_night
nl_toestemming en_authorisation
nl_toestemming en_consent
nl_toestemming en_permission
nl_duitsers en_germans
nl_ministerie en_ministry
nl_huizen en_houses
nl_huizen en_homes
nl_conflict en_conflicts
nl_conflict en_conflict
nl_natuur en_nature
nl_ontwikkelde en_developed
nl_vrede en_peace
nl_militair en_military
nl_spreken en_speaking
nl_spreken en_speak
nl_chris en_chris
nl_vlucht en_flights
nl_vlucht en_flight
nl_poging en_attempted
nl_poging en_attempt
nl_toevoegen en_adding
nl_toevoegen en_add
nl_behoorde en_belonged
nl_veld en_field
nl_mogelijke en_possible
nl_tijden en_times
nl_zijde en_silk
nl_zijde en_side
nl_zijde en_silks
nl_kwaliteit en_quality
nl_kerken en_churches
nl_biedt en_offers
nl_uitgave en_edition
nl_uitgave en_editions
nl_uitvoering en_implementation
nl_uitvoering en_execution
nl_schilder en_painter
nl_economie en_economics
nl_economie en_economy
nl_ziekte en_illness
nl_ziekte en_disease
nl_ziekte en_sickness
nl_gemeentelijke en_municipal
nl_kunstenaar en_artist
nl_pro en_pro
nl_stukken en_pieces
nl_hall en_hall
nl_verkeer en_traffic
nl_verwijst en_refers
nl_uitspraak en_pronunciation
nl_uitspraak en_verdict
nl_uitspraak en_ruling
nl_haarlem en_haarlem
nl_eenheid en_unity
nl_eenheid en_unit
nl_ridder en_knight
nl_bijdrage en_contribution
nl_revolutie en_revolution
nl_slechte en_bad
nl_geschikt en_appropriate
nl_geschikt en_suitable
nl_voorheen en_previously
nl_voorheen en_formerly
nl_blauwe en_blue
nl_verschillen en_disparities
nl_verschillen en_differences
nl_uss en_uss
nl_mary en_mary
nl_juan en_juan
nl_fout en_wrong
nl_fout en_mistake
nl_fout en_error
nl_kamp en_camp
nl_kamp en_kamp
nl_kunstschilder en_painter
nl_wikimedia en_wikimedia
nl_nieuws en_news
nl_ontvangen en_receive
nl_ontvangen en_received
nl_ontvangen en_receiving
nl_ontmoeting en_meeting
nl_ontmoeting en_encounter
nl_academie en_academy
nl_gedrag en_behaviour
nl_gedrag en_behavior
nl_indiase en_indian
nl_zondag en_sunday
nl_arthur en_arthur
nl_natuurlijke en_natural
nl_egypte en_egypt
nl_oog en_eye
nl_sumatra en_sumatra
nl_bond en_bond
nl_beschermd en_protected
nl_ierland en_ireland
nl_vogels en_birds
nl_vogels en_bird
nl_kanaal en_canal
nl_kanaal en_channel
nl_luxemburg en_luxemburg
nl_luxemburg en_luxembourg
nl_veranderen en_changing
nl_veranderen en_change
nl_voorstel en_proposal
nl_christian en_christian
nl_oceaan en_ocean
nl_traditionele en_traditional
nl_verzameling en_collection
nl_dienen en_serve
nl_ring en_ring
nl_ton en_tonnes
nl_ton en_tons
nl_ton en_ton
nl_ton en_tonne
nl_carlos en_carlos
nl_reis en_travel
nl_reis en_journey
nl_tempel en_temple
nl_discipline en_discipline
nl_toekomst en_future
nl_regionale en_regional
nl_luchthaven en_airport
nl_koninklijk en_royal
nl_eindhoven en_eindhoven
nl_ziekenhuis en_hospital
nl_ziekenhuis en_hospitals
nl_rondom en_around
nl_liefde en_love
nl_structuur en_structure
nl_gemengd en_mixed
nl_gemengd en_blended
nl_rgb en_rgb
nl_turkse en_turkish
nl_gezin en_family
nl_populair en_popular
nl_populair en_trending
nl_platworm en_flatworm
nl_proberen en_try
nl_proberen en_trying
nl_handel en_commerce
nl_handel en_trade
nl_francisco en_francisco
nl_label en_label
nl_steve en_steve
nl_saksen en_saxons
nl_saksen en_saxon
nl_saksen en_saxony
nl_redenen en_reasons
nl_openbaar en_public
nl_prinses en_princess
nl_speciaal en_specially
nl_speciaal en_special
nl_boom en_tree
nl_boom en_boom
nl_lijken en_corpses
nl_lijken en_bodies
nl_aangemaakt en_created
nl_aangemaakt en_generated
nl_brittannië en_britannia
nl_big en_big
nl_achtergrond en_background
nl_washington en_washington
nl_min en_min
nl_geloof en_faith
nl_geloof en_believe
nl_geloof en_belief
nl_young en_young
nl_spreekt en_speaks
nl_gevraagd en_requested
nl_gevraagd en_asked
nl_gordon en_gordon
nl_titels en_titles
nl_verbeteren en_improving
nl_verbeteren en_enhance
nl_verbeteren en_improve
nl_snelheid en_speed
nl_uefa en_uefa
nl_gerard en_gerard
nl_erkend en_recognised
nl_erkend en_acknowledged
nl_erkend en_recognized
nl_zet en_put
nl_bekijken en_viewing
nl_bekijken en_view
nl_out en_out
nl_jazz en_jazz
nl_blad en_leaf
nl_ingezet en_deployed
nl_ingezet en_wagered
nl_winter en_winter
nl_voet en_foot
nl_voet en_ft
nl_abdij en_abbey
nl_groen en_green
nl_kenmerken en_characteristics
nl_kenmerken en_attributes
nl_kenmerken en_features
nl_journalist en_journalist
nl_journalist en_reporter
nl_nijmegen en_nijmegen
nl_www en_www
nl_woonde en_lived
nl_treinen en_trains
nl_categorieën en_categories
nl_meerderheid en_majority
nl_aparte en_separate
nl_concert en_concert
nl_kapitein en_captain
nl_kapitein en_skipper
nl_otto en_otto
nl_hoek en_corner
nl_hoek en_angle
nl_lees en_read
nl_probeerde en_tried
nl_hongarije en_hungary
nl_graven en_tombs
nl_graven en_dig
nl_graven en_graves
nl_graven en_digging
nl_rio en_rio
nl_onafhankelijk en_independent
nl_onafhankelijk en_independently
nl_onafhankelijk en_independence
nl_armen en_arms
nl_elektrische en_electrical
nl_elektrische en_electric
nl_stenen en_stones
nl_stenen en_bricks
